STUDY_ID,REVIEWERS,INCLUDE,PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI
689,Jonny,YES,18834678,Cohabitation of pregnant white-tailed deer and cattle persistently infected with Bovine viral diarrhea virus results in persistently infected fawns,"Passler T, Walz PH, Ditchkoff SS, Brock KV, Deyoung RW, Foley AM, Daniel Givens M.",Vet Microbiol. 2009 Mar 2;134(3-4):362-7. doi: 10.1016/j.vetmic.2008.08.012. Epub 2008 Aug 22.,Passler T,Vet Microbiol,2009,07/10/2008,,,10.1016/j.vetmic.2008.08.012
693,Jonny,YES,25644407,Characterisation of recent foot-and-mouth disease viruses from African buffalo (Syncerus caffer) and cattle in Kenya is consistent with independent virus populations,"Wekesa SN, Sangula AK, Belsham GJ, Tjornehoj K, Muwanika VB, Gakuya F, Mijele D, Siegismund HR.",BMC Vet Res. 2015 Feb 3;11:17. doi: 10.1186/s12917-015-0333-9.,Wekesa SN,BMC Vet Res,2015,04/02/2015,PMC4334418,,10.1186/s12917-015-0333-9
695,Jonny,maybe,29390015,Genetic stability of foot-and-mouth disease virus during long-term infections in natural hosts,"Ramirez-Carvajal L, Pauszek SJ, Ahmed Z, Farooq U, Naeem K, Shabman RS, Stockwell TB, Rodriguez LL.",PLoS One. 2018 Feb 1;13(2):e0190977. doi: 10.1371/journal.pone.0190977. eCollection 2018.,Ramirez-Carvajal L,PLoS One,2018,02/02/2018,PMC5794060,,10.1371/journal.pone.0190977
700,Jonny,NO,11457988,Identification of a novel type C porcine endogenous retrovirus: evidence that copy number of endogenous retroviruses increases during host inbreeding,"Mang R, Maas J, Chen X, Goudsmit J, van der Kuyl AC.",J Gen Virol. 2001 Aug;82(Pt 8):1829-1834. doi: 10.1099/0022-1317-82-8-1829.,Mang R,J Gen Virol,2001,18/07/2001,,,10.1099/0022-1317-82-8-1829
705,Jonny,NO,29516663,"Serological surveillance for Tahyna virus (California encephalitis orthobunyavirus, Peribunyaviridae) neutralizing antibodies in wild ungulates in Austria, Hungary and Romania","Camp JV, Haider R, Porea D, Oslobanu LE, Forgách P, Nowotny N.",Zoonoses Public Health. 2018 Jun;65(4):459-463. doi: 10.1111/zph.12457. Epub 2018 Mar 8.,Camp JV,Zoonoses Public Health,2018,09/03/2018,,,10.1111/zph.12457
710,Jonny,maybe,17409007,Prevalence of feline immunodeficiency virus infection in domesticated and feral cats in eastern Australia,"Norris JM, Bell ET, Hales L, Toribio JA, White JD, Wigney DI, Baral RM, Malik R.",J Feline Med Surg. 2007 Aug;9(4):300-8. doi: 10.1016/j.jfms.2007.01.007. Epub 2007 Apr 3.,Norris JM,J Feline Med Surg,2007,06/04/2007,,,10.1016/j.jfms.2007.01.007
723,Jonny,NO,16701914,Molecular epidemiology of rabies virus strains isolated from wild canids in Northeastern Brazil,"Carnieli P Jr, Brandão PE, Carrieri ML, Castilho JG, Macedo CI, Machado LM, Rangel N, de Carvalho RC, de Carvalho VA, Montebello L, Wada M, Kotait I.",Virus Res. 2006 Sep;120(1-2):113-20. doi: 10.1016/j.virusres.2006.02.007. Epub 2006 May 15.,Carnieli P Jr,Virus Res,2006,17/05/2006,,,10.1016/j.virusres.2006.02.007
732,Jonny,maybe,12771430,The implications of virus diversity within the SAT 2 serotype for control of foot-and-mouth disease in sub-Saharan Africa,"Bastos ADS, Haydon DT, Sangaré O, Boshoff CI, Edrich JL, Thomson GR.",J Gen Virol. 2003 Jun;84(Pt 6):1595-1606. doi: 10.1099/vir.0.18859-0.,Bastos ADS,J Gen Virol,2003,29/05/2003,,,10.1099/vir.0.18859-0
741,Jonny,YES,28964856,Complete genome sequences and phylogenetic analysis of encephalomyocarditis virus strains isolated from pigs and rats origin,"Liu H, Li Y, Zhang G, Sang S, Wang C, Chang H.",Infect Genet Evol. 2017 Nov;55:277-280. doi: 10.1016/j.meegid.2017.09.032. Epub 2017 Sep 28.,Liu H,Infect Genet Evol,2017,02/10/2017,,,10.1016/j.meegid.2017.09.032
743,Jonny,NO,4401073,"Pathogenicity of ""wild-mouse"" rabies-like strains for laboratory animals","Sodja I, Matouch O.",Acta Virol. 1972 Mar;16(2):153-8.,Sodja I,Acta Virol,1972,01/03/1972,,,
745,Jonny,maybe,29891144,Stakeholder perceptions of foot-and-mouth disease control in South Africa,"Roberts LC, Fosgate GT.",Prev Vet Med. 2018 Aug 1;156:38-48. doi: 10.1016/j.prevetmed.2018.05.001. Epub 2018 May 4.,Roberts LC,Prev Vet Med,2018,13/06/2018,,,10.1016/j.prevetmed.2018.05.001
746,Jonny,maybe,20546635,"Molecular epidemiology of hepatitis E virus in humans, pigs and wild boars in Sweden","Widén F, Sundqvist L, Matyi-Toth A, Metreveli G, Belák S, Hallgren G, Norder H.",Epidemiol Infect. 2011 Mar;139(3):361-71. doi: 10.1017/S0950268810001342. Epub 2010 Jun 14.,Widén F,Epidemiol Infect,2011,16/06/2010,,,10.1017/S0950268810001342
756,Jonny,maybe,26050570,Genetic variability and distribution of Classical swine fever virus,"Beer M, Goller KV, Staubach C, Blome S.",Anim Health Res Rev. 2015 Jun;16(1):33-9. doi: 10.1017/S1466252315000109.,Beer M,Anim Health Res Rev,2015,09/06/2015,,,10.1017/S1466252315000109
757,Jonny,YES,27388498,"Geographical Analysis for Detecting High-Risk Areas for Bovine/Human Rabies Transmitted by the Common Hematophagous Bat in the Amazon Region, Brazil","de Andrade FA, Gomes MN, Uieda W, Begot AL, Ramos Ode S, Fernandes ME.",PLoS One. 2016 Jul 7;11(7):e0157332. doi: 10.1371/journal.pone.0157332. eCollection 2016.,de Andrade FA,PLoS One,2016,09/07/2016,PMC4936729,,10.1371/journal.pone.0157332
759,Jonny,maybe,2078187,[Seroepidemiologic studies of the distribution of respiratory syncytial virus in wild ruminants],"Bergmann H, Dedek J, Loepelmann H.",Berl Munch Tierarztl Wochenschr. 1990 Dec 1;103(12):425-6.,Bergmann H,Berl Munch Tierarztl Wochenschr,1990,01/12/1990,,,
760,Jonny,NO,12805464,Classical swine fever virus interferes with cellular antiviral defense: evidence for a novel function of N(pro),"Ruggli N, Tratschin JD, Schweizer M, McCullough KC, Hofmann MA, Summerfield A.",J Virol. 2003 Jul;77(13):7645-54. doi: 10.1128/jvi.77.13.7645-7654.2003.,Ruggli N,J Virol,2003,14/06/2003,PMC164809,,10.1128/jvi.77.13.7645-7654.2003
768,Jonny,NO,25275121,A combination of HA and PA mutations enhances virulence in a mouse-adapted H6N6 influenza A virus,"Tan L, Su S, Smith DK, He S, Zheng Y, Shao Z, Ma J, Zhu H, Zhang G.",J Virol. 2014 Dec;88(24):14116-25. doi: 10.1128/JVI.01736-14. Epub 2014 Oct 1.,Tan L,J Virol,2014,03/10/2014,PMC4249163,,10.1128/JVI.01736-14
781,Jonny,maybe,29260677,Detection and Circulation of a Novel Rabbit Hemorrhagic Disease Virus in Australia,"Mahar JE, Read AJ, Gu X, Urakova N, Mourant R, Piper M, Haboury S, Holmes EC, Strive T, Hall RN.",Emerg Infect Dis. 2018 Jan;24(1):22-31. doi: 10.3201/eid2401.170412.,Mahar JE,Emerg Infect Dis,2018,21/12/2017,PMC5749467,,10.3201/eid2401.170412
787,Jonny,maybe,10403340,"Limited potential for mosquito transmission of genetically engineered, live-attenuated Venezuelan equine encephalitis virus vaccine candidates","Turell MJ, Ludwig GV, Kondig J, Smith JF.",Am J Trop Med Hyg. 1999 Jun;60(6):1041-4. doi: 10.4269/ajtmh.1999.60.1041.,Turell MJ,Am J Trop Med Hyg,1999,14/07/1999,,,10.4269/ajtmh.1999.60.1041
793,Jonny,maybe,12454141,Evidence that rodents are a reservoir of hepatitis E virus for humans in Nepal,"He J, Innis BL, Shrestha MP, Clayson ET, Scott RM, Linthicum KJ, Musser GG, Gigliotti SC, Binn LN, Kuschner RA, Vaughn DW.",J Clin Microbiol. 2002 Dec;40(12):4493-8. doi: 10.1128/jcm.40.12.4493-4498.2002.,He J,J Clin Microbiol,2002,28/11/2002,PMC154618,,10.1128/jcm.40.12.4493-4498.2002
796,Jonny,NO,10466791,A novel internal open reading frame product expressed from a polycistronic mRNA of porcine epidemic diarrhoea virus may not contribute to virus attenuation,Singh M.,J Gen Virol. 1999 Aug;80 ( Pt 8):1959-1963. doi: 10.1099/0022-1317-80-8-1959.,Singh M,J Gen Virol,1999,31/08/1999,,,10.1099/0022-1317-80-8-1959
804,Jonny,maybe,19854007,Preventive vaccination contributes to control classical swine fever in wild boar (Sus scrofa sp.),"Rossi S, Pol F, Forot B, Masse-Provin N, Rigaux S, Bronner A, Le Potier MF.",Vet Microbiol. 2010 Apr 21;142(1-2):99-107. doi: 10.1016/j.vetmic.2009.09.050. Epub 2009 Oct 3.,Rossi S,Vet Microbiol,2010,27/10/2009,,,10.1016/j.vetmic.2009.09.050
812,Jonny,maybe,29331866,Development of a novel equine influenza virus live-attenuated vaccine,"Rodriguez L, Reedy S, Nogales A, Murcia PR, Chambers TM, Martinez-Sobrido L.",Virology. 2018 Mar;516:76-85. doi: 10.1016/j.virol.2018.01.005. Epub 2018 Jan 11.,Rodriguez L,Virology,2018,15/01/2018,PMC5840510,,10.1016/j.virol.2018.01.005
813,Jonny,maybe,28725105,Porcine reproductive and respiratory syndrome virus (PRRSV) in pig meat,"Raymond P, Bellehumeur C, Nagarajan M, Longtin D, Ferland A, Müller P, Bissonnette R, Simard C.",Can J Vet Res. 2017 Jul;81(3):162-170.,Raymond P,Can J Vet Res,2017,21/07/2017,PMC5508380,,
817,Jonny,maybe,25298239,Serological evidence for influenza virus infection in Korean wild boars,"Cho YY, Lim SI, Jeoung HY, Kim YK, Song JY, Lee JB, An DJ.",J Vet Med Sci. 2015 Jan;77(1):109-12. doi: 10.1292/jvms.14-0290. Epub 2014 Oct 7.,Cho YY,J Vet Med Sci,2015,10/10/2014,PMC4349547,,10.1292/jvms.14-0290
818,Jonny,YES,3101526,Antibody to Crimean-Congo hemorrhagic fever virus in wild mammals from southern Africa,"Shepherd AJ, Swanepoel R, Shepherd SP, McGillivray GM, Searle LA.",Am J Trop Med Hyg. 1987 Jan;36(1):133-42. doi: 10.4269/ajtmh.1987.36.133.,Shepherd AJ,Am J Trop Med Hyg,1987,01/01/1987,,,10.4269/ajtmh.1987.36.133
830,Jonny,maybe,27977708,Foot-and-Mouth Disease Virus-Associated Abortion and Vertical Transmission following Acute Infection in Cattle under Natural Conditions,"Ranjan R, Biswal JK, Subramaniam S, Singh KP, Stenfeldt C, Rodriguez LL, Pattnaik B, Arzt J.",PLoS One. 2016 Dec 15;11(12):e0167163. doi: 10.1371/journal.pone.0167163. eCollection 2016.,Ranjan R,PLoS One,2016,16/12/2016,PMC5157973,,10.1371/journal.pone.0167163
837,Jonny,maybe,1664551,Cryptosporidium infection in cats: prevalence of infection in domestic and feral cats in the Glasgow area,"Mtambo MM, Nash AS, Blewett DA, Smith HV, Wright S.",Vet Rec. 1991 Dec 7;129(23):502-4.,Mtambo MM,Vet Rec,1991,07/12/1991,,,
841,Jonny,maybe,30197112,Avian influenza viruses in pigs: An overview,Bourret V.,Vet J. 2018 Sep;239:7-14. doi: 10.1016/j.tvjl.2018.07.005. Epub 2018 Jul 19.,Bourret V,Vet J,2018,11/09/2018,,,10.1016/j.tvjl.2018.07.005
843,Jonny,YES,6251284,The response of some African wildlife species to foot-and-mouth disease vaccination,"Hedger RS, Condy JB, Gradwell DV.",J Wildl Dis. 1980 Jul;16(3):431-8. doi: 10.7589/0090-3558-16.3.431.,Hedger RS,J Wildl Dis,1980,01/07/1980,,,10.7589/0090-3558-16.3.431
851,Jonny,maybe,24916442,Whole genome sequencing and phylogenetic analysis of Bluetongue virus serotype 2 strains isolated in the Americas including a novel strain from the western United States,"Gaudreault NN, Mayo CE, Jasperson DC, Crossley BM, Breitmeyer RE, Johnson DJ, Ostlund EN, MacLachlan NJ, Wilson WC.",J Vet Diagn Invest. 2014 Jul;26(4):553-557. doi: 10.1177/1040638714536902.,Gaudreault NN,J Vet Diagn Invest,2014,12/06/2014,,,10.1177/1040638714536902
853,Jonny,maybe,23850440,"Phylogeny, spatio-temporal phylodynamics and evolutionary scenario of Torque teno sus virus 1 (TTSuV1) and 2 (TTSuV2) in wild boars: fast dispersal and high genetic diversity","Cadar D, Kiss T, Ádám D, Cságola A, Novosel D, Tuboly T.",Vet Microbiol. 2013 Sep 27;166(1-2):200-13. doi: 10.1016/j.vetmic.2013.06.010. Epub 2013 Jun 21.,Cadar D,Vet Microbiol,2013,16/07/2013,,,10.1016/j.vetmic.2013.06.010
854,Jonny,maybe,23511203,Intra-host variation structure of classical swine fever virus NS5B in relation to antiviral therapy,"Haegeman A, Vrancken R, Neyts J, Koenen F.",Antiviral Res. 2013 May;98(2):266-72. doi: 10.1016/j.antiviral.2013.03.005. Epub 2013 Mar 16.,Haegeman A,Antiviral Res,2013,21/03/2013,,,10.1016/j.antiviral.2013.03.005
864,Jonny,maybe,26743534,"Genome sequencing and analysis of a novel recombinant porcine epidemic diarrhea virus strain from Henan, China","Li R, Qiao S, Yang Y, Guo J, Xie S, Zhou E, Zhang G.",Virus Genes. 2016 Feb;52(1):91-8. doi: 10.1007/s11262-015-1254-1. Epub 2016 Jan 7.,Li R,Virus Genes,2016,09/01/2016,PMC7089116,,10.1007/s11262-015-1254-1
865,Jonny,maybe,30507946,Tissue tropisms opt for transmissible reassortants during avian and swine influenza A virus co-infection in swine,"Zhang X, Sun H, Cunningham FL, Li L, Hanson-Dorr K, Hopken MW, Cooley J, Long LP, Baroch JA, Li T, Schmit BS, Lin X, Olivier AK, Jarman RG, DeLiberto TJ, Wan XF.",PLoS Pathog. 2018 Dec 3;14(12):e1007417. doi: 10.1371/journal.ppat.1007417. eCollection 2018 Dec.,Zhang X,PLoS Pathog,2018,04/12/2018,PMC6292640,,10.1371/journal.ppat.1007417
873,Jonny,maybe,28198455,Polymerase cross-linking spiral reaction (PCLSR) for detection of African swine fever virus (ASFV) in pigs and wild boars,"Woźniakowski G, Frączyk M, Kowalczyk A, Pomorska-Mól M, Niemczuk K, Pejsak Z.",Sci Rep. 2017 Feb 15;7:42903. doi: 10.1038/srep42903.,Woźniakowski G,Sci Rep,2017,16/02/2017,PMC5309890,,10.1038/srep42903
874,Jonny,maybe,22712423,Diversity of currently circulating rabies virus strains in Croatia,"Lojkić I, Cac Z, Bedeković T, Lemo N, Brstilo M, Müller T, Freuling CM.",Berl Munch Tierarztl Wochenschr. 2012 May-Jun;125(5-6):249-54.,Lojkić I,Berl Munch Tierarztl Wochenschr,2012,21/06/2012,,,
875,Jonny,maybe,19442307,Detection of hepatitis E virus in wild boars of rural and urban regions in Germany and whole genome characterization of an endemic strain,"Schielke A, Sachs K, Lierz M, Appel B, Jansen A, Johne R.",Virol J. 2009 May 14;6:58. doi: 10.1186/1743-422X-6-58.,Schielke A,Virol J,2009,16/05/2009,PMC2689194,,10.1186/1743-422X-6-58
877,Jonny,maybe,16555552,"Seroprevalence study of feline coronavirus in owned and feral cats in Sydney, Australia","Bell ET, Toribio JA, White JD, Malik R, Norris JM.",Aust Vet J. 2006 Mar;84(3):74-81. doi: 10.1111/j.1751-0813.2006.tb12231.x.,Bell ET,Aust Vet J,2006,25/03/2006,PMC7159529,,10.1111/j.1751-0813.2006.tb12231.x
883,Jonny,maybe,23758038,"[Occurrence and geographical distribution of antibodies to hepatitis E virus in wild boars of Saxony-Anhalt, Germany (2011)]","Denzin N, Borgwardt J.",Berl Munch Tierarztl Wochenschr. 2013 May-Jun;126(5-6):230-5.,Denzin N,Berl Munch Tierarztl Wochenschr,2013,14/06/2013,,,
885,Jonny,maybe,11107628,"Sero-surveillance of wild boar in The Netherlands, 1996-1999","Elbers AR, Dekkers LJ, van der Giessen JW.",Rev Sci Tech. 2000 Dec;19(3):848-54. doi: 10.20506/rst.19.3.1254.,Elbers AR,Rev Sci Tech,2000,11/01/2000,,,10.20506/rst.19.3.1254
899,Jonny,maybe,31859605,Genetic manipulation of porcine deltacoronavirus reveals insights into NS6 and NS7 functions: a novel strategy for vaccine design,"Zhang M, Li W, Zhou P, Liu D, Luo R, Jongkaewwattana A, He Q.",Emerg Microbes Infect. 2019 Dec 20;9(1):20-31. doi: 10.1080/22221751.2019.1701391. eCollection 2020.,Zhang M,Emerg Microbes Infect,2019,21/12/2019,PMC6968670,,10.1080/22221751.2019.1701391
900,Jonny,maybe,30905773,Isolation and identification of a variant subtype G 2b porcine epidemic diarrhea virus and S gene sequence characteristic,"Zhu T, Du S, Cao D, Pei Z, Guo Y, Shao H, Wang H, Wang K, Hu G.",Infect Genet Evol. 2019 Jul;71:82-90. doi: 10.1016/j.meegid.2019.03.015. Epub 2019 Mar 21.,Zhu T,Infect Genet Evol,2019,26/03/2019,PMC7106306,,10.1016/j.meegid.2019.03.015
903,Jonny,maybe,18634494,Epidemiology and pathogenicity of African bat lyssaviruses,"Markotter W, Van Eeden C, Kuzmin IV, Rupprecht CE, Paweska JT, Swanepoel R, Fooks AR, Sabeta CT, Cliquet F, Nel LH.",Dev Biol (Basel). 2008;131:317-25.,Markotter W,Dev Biol (Basel),2008,19/07/2008,,,
910,Jonny,maybe,11780256,[Sero-monitoring of notifiable diseases in wild boar in the Netherlands 1999-2001],"Elbers AR, Dekkers LJ, Spek GJ, Steinbusch LJ, van Exsel AC.",Tijdschr Diergeneeskd. 2001 Dec 15;126(24):779-81.,Elbers AR,Tijdschr Diergeneeskd,2001,10/01/2002,,,
920,Jonny,NO,21511056,"Adaptation of a species-specific multiplex PCR assay for the identification of blood meal source in Culicoides (Ceratopogonidae: Diptera): applications on Palaearctic biting midge species, vectors of Orbiviruses","Garros C, Gardès L, Allène X, Rakotoarivony I, Viennet E, Rossi S, Balenghien T.",Infect Genet Evol. 2011 Jul;11(5):1103-10. doi: 10.1016/j.meegid.2011.04.002. Epub 2011 Apr 12.,Garros C,Infect Genet Evol,2011,23/04/2011,,,10.1016/j.meegid.2011.04.002
925,Jonny,NO,29925659,Dimerization of Coronavirus nsp9 with Diverse Modes Enhances Its Nucleic Acid Binding Affinity,"Zeng Z, Deng F, Shi K, Ye G, Wang G, Fang L, Xiao S, Fu Z, Peng G.",J Virol. 2018 Aug 16;92(17):e00692-18. doi: 10.1128/JVI.00692-18. Print 2018 Sep 1.,Zeng Z,J Virol,2018,22/06/2018,PMC6096807,,10.1128/JVI.00692-18
932,Jonny,maybe,16354809,West Nile virus serosurveillance in Iowa white-tailed deer (1999-2003),"Santaella J, McLean R, Hall JS, Gill JS, Bowen RA, Hadow HH, Clark L.",Am J Trop Med Hyg. 2005 Dec;73(6):1038-42.,Santaella J,Am J Trop Med Hyg,2005,16/12/2005,,,
948,Jonny,NO,19141446,Reverse genetics-generated elastase-dependent swine influenza viruses are attenuated in pigs,"Masic A, Babiuk LA, Zhou Y.",J Gen Virol. 2009 Feb;90(Pt 2):375-385. doi: 10.1099/vir.0.005447-0.,Masic A,J Gen Virol,2009,15/01/2009,,,10.1099/vir.0.005447-0
950,Jonny,maybe,30019245,"Seroprevalence of bluetongue and presence of viral antigen and type-specific neutralizing antibodies in goats in Tripura, a state at Indo-Bangladesh border of northeastern India","De A, Das TK, Chand K, Debnath BC, Dey S, Hemadri D, Barman NN, Chaudhary JK, Muthuchelvan D, Saxena A, Tewari N, Chauhan A, Lohumi A, Biswas SK.",Trop Anim Health Prod. 2019 Jan;51(1):261-265. doi: 10.1007/s11250-018-1672-x. Epub 2018 Jul 17.,De A,Trop Anim Health Prod,2019,19/07/2018,,,10.1007/s11250-018-1672-x
957,Jonny,maybe,8151810,"A serologic survey of selected viral and bacterial diseases of European wild hogs, Great Smoky Mountains National Park, USA","New JC Jr, Delozier K, Barton CE, Morris PJ, Potgieter LN.",J Wildl Dis. 1994 Jan;30(1):103-6. doi: 10.7589/0090-3558-30.1.103.,New JC Jr,J Wildl Dis,1994,01/01/1994,,,10.7589/0090-3558-30.1.103
958,Jonny,maybe,27692336,Ticks threatening lineage of Anatolian wild sheep (Ovis gmelinii anatolica) and determination of their tick-borne pathogens,"Orkun Ö, Emir H, Karaer Z.",Vet Parasitol. 2016 Sep 15;228:77-84. doi: 10.1016/j.vetpar.2016.08.013. Epub 2016 Aug 16.,Orkun Ö,Vet Parasitol,2016,04/10/2016,,,10.1016/j.vetpar.2016.08.013
963,Jonny,YES,24918293,Viral metagenomics on animals as a tool for the detection of zoonoses prior to human infection?,"Temmam S, Davoust B, Berenger JM, Raoult D, Desnues C.",Int J Mol Sci. 2014 Jun 10;15(6):10377-97. doi: 10.3390/ijms150610377.,Temmam S,Int J Mol Sci,2014,12/06/2014,PMC4100157,,10.3390/ijms150610377
967,Jonny,NO,30305492,[Hepatitis E in patients with hematological disorders],Okamoto H.,Rinsho Ketsueki. 2018;59(10):1914-1923. doi: 10.11406/rinketsu.59.1914.,Okamoto H,Rinsho Ketsueki,2018,12/10/2018,,,10.11406/rinketsu.59.1914
980,Jonny,maybe,19414034,Development of a reverse transcription multiplex real-time PCR for the detection and genotyping of classical swine fever virus,"Huang YL, Pang VF, Pan CH, Chen TH, Jong MH, Huang TS, Jeng CR.",J Virol Methods. 2009 Sep;160(1-2):111-8. doi: 10.1016/j.jviromet.2009.04.029. Epub 2009 May 3.,Huang YL,J Virol Methods,2009,06/05/2009,PMC7112934,,10.1016/j.jviromet.2009.04.029
981,Jonny,maybe,24680077,Seroprevalence of hepatitis E virus in pigs from different farming systems in The Netherlands,"Rutjes SA, Bouwknegt M, van der Giessen JW, de Roda Husman AM, Reusken CB.",J Food Prot. 2014 Apr;77(4):640-2. doi: 10.4315/0362-028X.JFP-13-302.,Rutjes SA,J Food Prot,2014,01/04/2014,,,10.4315/0362-028X.JFP-13-302
982,Jonny,maybe,1759520,[An evaluation of the status of natural foci of Crimean-Congo hemorrhagic fever in the Crimea],"Markeshin SIa, Smirnova SE, Evstaf'ev IL.",Zh Mikrobiol Epidemiol Immunobiol. 1991 Sep;(9):47-50.,Markeshin SIa,Zh Mikrobiol Epidemiol Immunobiol,1991,01/09/1991,,,
987,Jonny,YES,26129665,Bluetongue virus in Oryx antelope (Oryx leucoryx) during the quarantine period in 2010 in Croatia,"Bosnić S, Beck R, Listeš E, Lojkić I, Savini G, Roić B.",Vet Ital. 2015 Apr-Jun;51(2):139-43. doi: 10.12834/VetIt.385.1795.2.,Bosnić S,Vet Ital,2015,02/07/2015,,,10.12834/VetIt.385.1795.2
993,Jonny,NO,10438892,Interspecies transmission of feline immunodeficiency virus from the domestic cat to the Tsushima cat (Felis bengalensis euptilura) in the wild,"Nishimura Y, Goto Y, Yoneda K, Endo Y, Mizuno T, Hamachi M, Maruyama H, Kinoshita H, Koga S, Komori M, Fushuku S, Ushinohama K, Akuzawa M, Watari T, Hasegawa A, Tsujimoto H.",J Virol. 1999 Sep;73(9):7916-21.,Nishimura Y,J Virol,1999,10/08/1999,PMC104329,,
995,Jonny,maybe,25773541,Hepatitis E: A disease of reemerging importance,"Sridhar S, Lau SK, Woo PC.",J Formos Med Assoc. 2015 Aug;114(8):681-90. doi: 10.1016/j.jfma.2015.02.003. Epub 2015 Mar 12.,Sridhar S,J Formos Med Assoc,2015,17/03/2015,PMC7126687,,10.1016/j.jfma.2015.02.003
999,Jonny,YES,25377758,"Description of Events Where African Buffaloes (Syncerus caffer) Strayed from the Endemic Foot-and-Mouth Disease Zone in South Africa, 1998-2008","van Schalkwyk OL, Knobel DL, De Clercq EM, De Pus C, Hendrickx G, Van den Bossche P.",Transbound Emerg Dis. 2016 Jun;63(3):333-47. doi: 10.1111/tbed.12280. Epub 2014 Nov 6.,van Schalkwyk OL,Transbound Emerg Dis,2016,08/11/2014,,,10.1111/tbed.12280
1004,Jonny,maybe,18634479,Epidemiology of rabies in Southeast Europe,"Johnson N, Freuling C, Vos A, Un H, Valtchovski R, Turcitu M, Dumistrescu F, Vuta V, Velic R, Sandrac V, Aylan O, Müller T, Fooks AR.",Dev Biol (Basel). 2008;131:189-98.,Johnson N,Dev Biol (Basel),2008,19/07/2008,,,
1007,Jonny,maybe,31482786,First Detection of Madariaga virus in Mosquitoes Collected in a Wild Environment of Northeastern Argentina,"Stechina OS, Oria GI, Torres C, Diaz LA, Contigiani M, Stein M.",Am J Trop Med Hyg. 2019 Oct;101(4):916-918. doi: 10.4269/ajtmh.19-0475.,Stechina OS,Am J Trop Med Hyg,2019,05/09/2019,PMC6779215,,10.4269/ajtmh.19-0475
1010,Jonny,YES,30541417,Bovine viral diarrhea in captive Rocky Mountain bighorn sheep associated with administration of a contaminated modified-live bluetongue virus vaccine,"Fox KA, Kopanke JH, Lee JS, Wolfe LL, Pabilonia KL, Mayo CE.",J Vet Diagn Invest. 2019 Jan;31(1):107-112. doi: 10.1177/1040638718814583. Epub 2018 Dec 12.,Fox KA,J Vet Diagn Invest,2019,14/12/2018,PMC6505773,,10.1177/1040638718814583
1021,Jonny,YES,23271179,A survey of porcine reproductive and respiratory syndrome among wild boar populations in Korea,"Choi EJ, Lee CH, Hyun BH, Kim JJ, Lim SI, Song JY, Shin YK.",J Vet Sci. 2012 Dec;13(4):377-83. doi: 10.4142/jvs.2012.13.4.377.,Choi EJ,J Vet Sci,2012,29/12/2012,PMC3539123,,10.4142/jvs.2012.13.4.377
1023,Jonny,maybe,26666181,Bluetongue: Indian perspective,"Ranjan K, Minakshi P, Prasad G.",Acta Virol. 2015 Dec;59(4):317-37. doi: 10.4149/av_2015_04_317.,Ranjan K,Acta Virol,2015,16/12/2015,,,10.4149/av_2015_04_317
1028,Jonny,YES,29569145,First Serological Evidence on Endemicity of HEV Infection in Wild Boar (Sus scrofa) Populations from Portugal,"Gonçalves D, Pereira-Vaz J, Duque V, Bandeira V, Fonseca C, Donato A, Luxo C, Matos AM.",Virol Sin. 2018 Apr;33(2):197-200. doi: 10.1007/s12250-018-0008-3. Epub 2018 Mar 22.,Gonçalves D,Virol Sin,2018,24/03/2018,PMC6178108,,10.1007/s12250-018-0008-3
1031,Jonny,maybe,1653104,A survey of cattle for antibodies against bluetongue and epizootic hemorrhagic disease of deer viruses in British Columbia and southwestern Alberta in 1987,"Shapiro JL, Wiegers A, Dulac GC, Bouffard A, Afshar A, Myers DJ, Dubuc C, Martin MW, Koller M.",Can J Vet Res. 1991 Apr;55(2):203-4.,Shapiro JL,Can J Vet Res,1991,01/04/1991,PMC1263446,,
1037,Jonny,NO,23473223,"Rabid fox bites and human rabies in a village community in southern India: epidemiological and laboratory investigations, management and follow-up","Madhusudana SN, Mani R, Ashwin YB, Desai A.",Vector Borne Zoonotic Dis. 2013 May;13(5):324-9. doi: 10.1089/vbz.2012.1146. Epub 2013 Mar 8.,Madhusudana SN,Vector Borne Zoonotic Dis,2013,12/03/2013,,,10.1089/vbz.2012.1146
1040,Jonny,NO,8995677,In vivo study of genetically simplified bovine leukemia virus derivatives that lack tax and rex,"Boris-Lawrie K, Altanerova V, Altaner C, Kucerova L, Temin HM.",J Virol. 1997 Feb;71(2):1514-20.,Boris-Lawrie K,J Virol,1997,01/02/1997,PMC191208,,
1046,Jonny,NO,20089424,Emergence of canine distemper in Bavarian wildlife associated with a specific amino acid exchange in the haemagglutinin protein,"Sekulin K, Hafner-Marx A, Kolodziejek J, Janik D, Schmidt P, Nowotny N.",Vet J. 2011 Mar;187(3):399-401. doi: 10.1016/j.tvjl.2009.12.029. Epub 2010 Jan 25.,Sekulin K,Vet J,2011,22/01/2010,,,10.1016/j.tvjl.2009.12.029
