Virus,,,,,,,,,,Ecology,,,,,,Basic Info,,,,,,Pathogenesis,,,,,,,,,,,,,,,Extrinsic Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case report,,,,,,,,,,,,,,
Virus_Name,Order,Family,Genus,Zoonotic,sOrigin,Spillover Direction,Host Species,Spillover Species,WildDomCap,Transmission_Mode,Transmission_Route,Shedding_Route,Vector,Host,Host_Range,DNAorRNA,Stranded,Virus diameter (nm),Envelope,Segmented,GenomeAveLenght (bp),Replication_Site,Attachment_Site,Spread_Mechanism,Entry_Mechanism,Cell_Receptor,Receptor_Distribution,Shedding_Period,Shedding_Length,Mortality_Rate,Viraemia,Cell_Tropism ,Systems/organs affected,Incubation Period,Reference,Reference,unclear,change in host distribution,change in host abundance,reservoir epidemic,change in vector distribution,change in vector abundance,change in vector control,introduced/invasive species,human-animal contact,livestock- and domestic-wildlife interface,encroachment,hunting,provisioning,local livestock production,industrial livestock production,agricultural activity,aquaculture,wetland cultivation,deforestation,reforestation,logging,mining,irrigation,dam building,human demographic change,human population density,urbanization,climate change,food contamination,water contamination,soil contamination,Vehicle contamination,sewage management,road building,international movement of animal,intranational movement of animals,socioeconomic change,cultural/religious beliefs or practices,public health infrastructure,vaccination breakdown,ineffective vaccine,Incomplete vaccination coverage ,immunosuppression,co-infection,war/conflict,famine,malnourishment,natural disasters,weather conditions,Reference_DOI,First.Author,Publication.Year,Notes,Reservoir,Occurence Date,Location,Scenario,Clin Disease ,Histopath,Fatalities,Seroprevalence,N of cases/positive samples,%Seropositive,Serotype/Strains,Transmission,Other,Type of study,Case_Reference
Swine influenza A virus (H1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,,D-W,Domestic pigs,"Japanese wild
boars (Sus scrofa leucomystax)",Wild,"Direct/indirect contact, airbone ","aerosol, droplets, and fomites",Nasal secretions,N,"pigs, human",Narrow,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,receptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,7-10 d,Transient,Low,,epithelial cells in the upper respiratory tract,"upper respiratory passages, trachea, and lower respiratory tract",Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,Fenner's Veterinary Virology,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1292/jvms.17-0052,Shimoda H,2017,"wild boars from Yamaguchi showed
the highest VN activity against H1N1pdm09 virus (suspected human to wild boar transmission), while wild boars from Tochigi showed the highest VN activity against classical swine H1N1 virus; In 2008, swine influenza virus was reported in pig farms in Tochigi",,2011–2012,"Tochigi, Japan",,,,,,,,,,,,
Swine Influenza A Virus (H3N2),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,2005 Canadian H3N2 SIV (triple reassortant),D-W,Domestic pigs,Mink ,Wild,"Direct/indirect contact, airbone ","aerosol, droplets, and fomites",Nasal secretions,N,"pigs, human",Narrow,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,receptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,7-10 d,Transient,Low,,epithelial cells in the upper respiratory tract,"upper respiratory passages, trachea, and lower respiratory tract",Days,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4857451/#:~:text=However%2C%20infection%20with%20avian%2Dorigin,et%20al.%2C%202013).",Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1128/JCM.01228-08,Gagnon CA,2009,"Minks were fed a ration prepared in large batches at the same location, referred to as a kitchen. The ration was composed of
uncooked meat by-products of swine, beef, and poultry obtained from slaughterhouse facilities. The swine by-product
included ground lung purchased in large frozen blocks from areas of the country where swine influenza H3N2 is known to be prevalent.     Food contamination vs provisioning: feeding of animals with a ration composed of uncooked meat by-products of swine obtained from slaughterhouse facilities originated from swine H1N1 epidemic region?",,2006,Canada,,,,,,,,,,,,
2009 Pandemic H1N1 influenza virus (pH1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,US human pH1N1 (2009) lineage,D-W,"Domestic pigs, human",Wild boars,Wild,"Direct/indirect contact, airbone ","aerosol, droplets, and fomites",Nasal secretions,N,"pigs, human",Narrow,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,receptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,7-10 d,Transient,Low,,epithelial cells in the upper respiratory tract,"upper respiratory passages, trachea, and lower respiratory tract",Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3099508/,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/zph.12006,Clavijo A,2013,"2009 pH1N1 Human -> pigs -> wild boars; The progenitor virus of pH1N1 is proposed to have originated in pigs, even though to date, the
virus has not been detected in pigs before its emergence in humans",,2009,"Texas, US",The first case of pandemic H1N1 influenza (pH1N1) virus in feral swine in the United States was identified in Texas ,,,,,,,,,,,
"Swine influenza A virus (pH1N1, H1N2 and H3N2)?",Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,,?,"Domestic pigs, human, birds",Japanese wild boars (Sus scrofa leucomystax),Wild,"Direct/indirect contact, airbone ","aerosol, droplets, and fomites",Nasal secretions,N,"pigs, human",Narrow,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,receptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,7-10 d,Transient,Low,,epithelial cells in the upper respiratory tract,"upper respiratory passages, trachea, and lower respiratory tract",Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3099508/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/1348-0421.12750,Fujimoto Y,2019,Not sure if this one should be included,,2014-2017,"Kagoshima, Japan","Seroprevalence against a pandemic‐like swine H1N1 (H1N1pdm) virus was
identified in 27.1% of specimens, and 1.7% were positive for both swine H1N2 and H3N2 viruses",,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,lineage 4 strains from China,"D-W, W-D?",Domestic small ruminants,Wild goats and sheep,Wild,Direct/indirect contact ,Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",N,"Ovies aries
Capra hircus",Narrow (small ruminants),RNA,SS,400-500,enveloped,FALSE,15948,Lymphnodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,-,y,"Epithelial, lymphoid cells","Lymphoid
Gastrointestinal
Respiratory",3-6d,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/s12917-019-1920-y,Shahriari R,2019,"Legal and illegal movement of
domestic small ruminants into wildlife territories over short
and long distances, within and across borders, increases the
possibility of transmission of various pathogens, including
PPRV, to wild small ruminants, which may threaten vulnerable species",,2014-2016,Iran,PPRV was the cause of mass die-offs of wild goats and sheep during 2014–2016 in several national parks in Iran,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,"Lineage 2, Tanzania",D-W,"Domestic sheep, goats","Buffalo, Grant’s gazelle, impala, wildbeest",Wild,Direct/indirect contact ,Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",N,"Ovies aries
Capra hircus",Narrow (small ruminants),RNA,SS,400-500,enveloped,FALSE,15948,Lymphnodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,-,y,"Epithelial, lymphoid cells","Lymphoid
Gastrointestinal
Respiratory",3-6d,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.3201/eid2112.150223,Mahapatra M,2015,,,2014,"Ngorongoro, Tanzania",Serengeti ecosystem,,,,,,,,,,,
Nipah virus,Mononegavirales,Paramyxoviridae,Henipavirus,1,,W-D,Flying fox (wildlife reservoir),Domestic pigs,Domestic,Direct/indirect contact ,"Droplets, contact with body fluids, contact with excretions, food","Nasal secretions, saliva, blood",N,"Pteropus vampyrus
Pteropus hypomelanus",Broad,RNA,SS,120-500,enveloped,FALSE,18246,Respiratory tract epithelium,Lung epithelial cells,endothelium ,Membrane fusion,"Ephrin B2
Ephrin B3","Neurons, smooth muscle, arterial endothelial cells and capillaries",3w,Persisent/Transient,53%,y,"Bronchiolar epithelium cells, neurons","CNS
Respiratory",1-2w,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1098/rsif.2011.0223,Pulliam JR,2012,dual use of agricultural land and increases in production,,,Malaysia,,,,,,,,,,,,
Bovine-like CoVs,Nidovirales,Coronaviridae,Coronavirus,0,Bovine coronavirus,D-W,Domestic cattle,"sambar deer (Cervus unicolor), waterbuck (Kobus ellipsiprymnus), sable antelope
(Hippotragus niger)",wild,"Indirect contact, airbone","Fecal-oral route, aerosols, droplets","Feces, droplets, aerosols",N,"cattle, dogs,
turkey poults, humans, captive or wild ruminants (Sambar deer, waterbuck, giraffe, and white-tailed deer, South
American camelids)",Broad,RNA,SS,,enveloped,FALSE,31028,epithelial cells of the upper respiratory and intestinal tracts,,,,N-acetyl-9-O-acetyl neuraminic acid,,"4–5 days, up to
10 days","transient, intermittently",low (1–2%),,"epithelial cells of the upper respiratory and intestinal tracts, lung","Respiratory, GI",,,Fenner's Veterinary Virology,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1128/JVI.01586-08,Alekseev KP,2008,"the CWR bovine-like CoVs may have
recently split from BCoVs and at the time of isolation were still in the process of adaptation to the new hosts",,"1993, 1994, 2003","Ohio, US",,,,,,,,,,,,
Swine acute diarrhea syndrome coronavirus (SADS CoV),Nidovirales,Coronaviridae,Alphacoronavirus,NA,"Bat HKU2-CoV, China",W-D,"horseshoe bats (Rhinolophus
spp.)",Domestic pigs,Domestic,Indirect contact ,"Fecal-oral, contaminated feed, ingredients, transportation trucks/trailers, environment",Feces,N,"pigs, horseshoe bats (Rhinolophus spp.) ",Narrow,RNA,SS,,enveloped,FALSE,"27,173 (from this literature)",epithelial cells of intestine,,,,,,,Transient,"90–100% (less than five days of age), 5% (older than eight days of age)",,," intestine, heart, liver, spleen, kidneys, stomach, and lungs,",,https://www.sciencedirect.com/science/article/pii/S1879625718301160?via%3Dihub,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1038/s41586-018-0010-9,Zhou P,2018,"It is possible that the presence of PEDV early in the SADS-CoV outbreak may have
somehow facilitated or enhanced spillover and amplification of SADS; The farm location is very close to the location of the first known index case of SARS in 2002.      (PEDV, a coronavirus had caused prior outbreaks at this farm, and was detected in the intestines of deceased piglets at the start of the outbreak)",,2016-2017,"Guangdong, China",,,,,,,,,,,,
Porcine astrovirus,Stellavirales,Astroviridae,Mamastrovirus,0," Porcine astrovirus 4, USA",,"humans, mink, cattle, and sheep?",Wild boar,Captive,Indirect contact ,Fecal-oral,Feces,N,Pigs,Narrow,RNA,SS,28–33,non-enveloped,FALSE,6479.25,,,,,,,Days,Transient,"high, 75 - 100%.",,,"GI, CNS",1–4days,https://www.vetmed.umn.edu/sites/vetmed.umn.edu/files/shmp_2018l19.5_porcine_astrovirus_overview_-_science_page.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-012-1272-4,Reuter G,2012, the first detection of astrovirus from fecal specimens of wild boars (Sus scrofa),,April 2011,southwestern Hungary,Captive breeding of wild boars without contact with domestic pigs in an animal park,,,,,,,,,,,
Hepatitis E Virus,Hepelivirales,Hepeviridae,Hepevirus,1,,"W-D, D-W","Wild boars, hybrid wild boars",Domestic pigs,Domestic,"Direct/Indirect contact, vertical","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes," small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.3390/v8080236,Jori F,2016,"Hybrid wild boars seem to play an intermediate role in this dissemination of HEV and perhaps other pathogens between populations of domestic pigs and wild
boars",,2009-2013,"Corsica, France",,,,,,,,,,,,
Hepatitis E Virus,Hepelivirales,Hepeviridae,Hepevirus,1,HEV-3f,W-D,Wild boars,Domestic pigs,Domestic,"Direct/Indirect contact, vertical","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes," small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12435,Thiry D,2017, Wild boar can be considered as a host reservoir of the virus in Belgium. the low prevalence in deer makes these species an unlikely reservoir;         (human processes and consumes raw pork liver; hybrid wild boars; extensive pig farming),Wild boars,Sept 2010 - Feb 2011,"Walloon Region, Belgium",,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,HEV-3,W-D,"Norway rats (Rattus
norvegicus)",Domestic pigs,Domestic,"Direct/Indirect contact, vertical","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes," small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/1756-0500-5-4,Kanai Y,2012,,,,Japan,"10 of the 56 (17.9%) rats captured around a pig farm were positive for HEV genotype 3, and they were carrying infectious viruses. ",,,,,,,,,,,
West Nile virus,Amarillovirales,Flaviviridae,Flavivirus,1,,"D-W, W-D?","Horse, human?","Domestic cattle (Bos taurus), African buffalo (Syncerus caffer), domestic dogs (Canis lupus familiaris), exotic
fallow deer (Dama dama), giraffes (Giraffa
camelopardalis), domestic goats (Capra aegagrus hircus), lions (Panthera leo), domestic sheep (Ovis aries), roan
antelope (Hippotragus equinus)","domestic, wild",Indirect contact,Vector,,Y,"Humans, horses,
birds (American crows, jays, yellow-billed magpies), other mammals (cats, dogs, sheep, New World
camelids, tree squirrels, and farmed alligators)","Broad (mammals, human, birds)",RNA,SS,50,enveloped,FALSE,11029,dendritic cells or keratinocytes in epidermis,,"lympho-haematic route, to other organs including CNS",receptor-mediated endocytosis (endosomes),"DC-SIGN, Integrin alpha-v beta-3",,,Horses: transient,"High, up to 100% in birds","High in some birds, low in horses","dendritic cells or keratinocytes, neurons","Birds: heart, skeletal muscle, lungs, spleen, liver, kidney, adrenals, pancreas,
intestines, gonads, and nervous system; Horses: CNS",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2905782/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3201/eid2512.190572,Steyn J,2019,,," Feb 2010 -
June 2018",South Africa,,,,,,,,,,,,
West Nile virus,Amarillovirales,Flaviviridae,Flavivirus,1,,W-D,"Wild birds, domestic and wild mammals",Iberian pigs,Domestic,Indirect contact,Vector,,Y,"Humans, horses,
birds (American crows, jays, yellow-billed magpies), other mammals (cats, dogs, sheep, New World
camelids, tree squirrels, and farmed alligators)","Broad (mammals, human, birds)",RNA,SS,50,enveloped,FALSE,11029,dendritic cells or keratinocytes in epidermis,,"lympho-haematic route, to other organs including CNS",receptor-mediated endocytosis (endosomes),"DC-SIGN, Integrin alpha-v beta-3",,,Horses: transient,"High, up to 100% in birds","High in some birds, low in horses","dendritic cells or keratinocytes, neurons","Birds: heart, skeletal muscle, lungs, spleen, liver, kidney, adrenals, pancreas,
intestines, gonads, and nervous system; Horses: CNS",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2905782/,Fenner's Veterinary Virology,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.vetmic.2012.04.019,Gutiérrez-Guzmán AV,2012,"Iberian pigs that are farmed extensively and thus
exposed to mosquitoes could be a valuable alternative for surveilance",Wild birds,2009-2010,Spain,"The results of the present study newly confirm the exposure of red foxes, Iberian pigs and a stone marten from south-central Spain to flaviviruses",,,,,,,,,,,
Total # 1 or Y,,,,21,,,,,,,,,14,,,67,,,,,,,,,,,,,,,,,,,,,30,5,13,16,3,3,0,4,25,33,1,15,9,30,8,5,0,0,1,2,0,0,0,0,0,2,0,2,6,4,0,2,0,0,7,7,2,1,1,1,0,9,1,5,0,0,0,1,2,,,,,,,,,,,,,,,,,,,
% (1/all),,,,31.34%,,,,,,,,,20.90%,,,100.00%,,,,,,,,,,,,,,,,,,,,,44.78%,7.46%,19.40%,23.88%,4.48%,4.48%,0.00%,5.97%,37.31%,49.25%,1.49%,22.39%,13.43%,44.78%,11.94%,7.46%,0.00%,0.00%,1.49%,2.99%,0.00%,0.00%,0.00%,0.00%,0.00%,2.99%,0.00%,2.99%,8.96%,5.97%,0.00%,2.99%,0.00%,0.00%,10.45%,10.45%,2.99%,1.49%,1.49%,1.49%,0.00%,13.43%,1.49%,7.46%,0.00%,0.00%,0.00%,1.49%,2.99%,,,,,,,,,,,,,,,,,,,
