Virus,,,,,,,,,,,,Ecology,,,,,,,,,,Basic Info,,,,,,Pathogenesis,,,,,,,,,,,,,,,Extrinsic Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case report,,,,,,,,,,,,,,
Virus_Name,Order,Family,Genus,Zoonotic,sOrigin,Spillover Direction,Host Species,Spillover Species,WildDom,WildCaptive,FreeRanging,Transmission_Mode,Transmission_Route,Transmission_Route_Details,Shedding_Route,Vertical,Vector,Host,Host_Range,Number_of_order_affected,Number_of_family_affected,DNAorRNA,Stranded,Virus diameter (nm),Envelope,Segmented,GenomeAveLenght (bp),Primary_Replication_Site,Attachment_Site,Spread_Mechanism,Entry_Mechanism,Cell_Receptor,Receptor_Distribution,Shedding_Period,Shedding_Length,Mortality_Rate,Viraemia,Cell_Tropism ,Systems/organs affected,Incubation Period,Reference,Reference,unclear,change in host distribution,change in host abundance,reservoir epidemic,change in vector distribution,change in vector abundance,change in vector control,introduced/invasive species,human-animal contact,livestock- and domestic-wildlife interface,encroachment,hunting,provisioning,local livestock production,industrial livestock production,agricultural activity,aquaculture,wetland cultivation,deforestation,reforestation,logging,mining,irrigation,dam building,human demographic change,human population density,urbanization,climate change,food contamination,water contamination,soil contamination,Vehicle contamination,sewage management,road building,international movement of animal,intranational movement of animals,socioeconomic change,cultural/religious beliefs or practices,public health infrastructure,vaccination breakdown,ineffective vaccine,Incomplete vaccination coverage ,immunosuppression,co-infection,war/conflict,famine,malnourishment,natural disasters,weather conditions,Reference_DOI,First.Author,Publication.Year,Notes,Reservoir,Occurence Date,Location,Scenario,Clin Disease ,Histopath,Fatalities,Seroprevalence,N of cases/positive samples,%Seropositive,Serotype/Strains,Transmission,Other,Type of study,Case_Reference
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Botswana,W-D,kudu antelope ,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006," incomplete field data, could also not clarify the direction in which transmission had
occurred",,1977,"Nokaneng, Botswana",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Uganda,W-D,African buffalo  (Syncerus caffer),Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.1111/tbed.13249,Mwiine FN,2019,an ancestral relationship with a virus collected from an African buffalo from Queen Elizabeth National Park (QENP),,2015,"Kiruhura, Uganda",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Uganda,W-D,African buffalo  (Syncerus caffer),Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.1111/tbed.13249,Mwiine FN,2019,an ancestral relationship with a virus collected from an African buffalo in 2002 from Murchison Falls National Park.,,2016 - 2017,"Buliisa and Kiryandongo, Uganda",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,,D-W,Cattle,"Buffalo, eland",Wild,1,1,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.7589/0090-3558-15.2.351,Paling RW,1979,domesticated oryx and buffalo herded with cattle or camels,,1976-1977,"Galana Ranch, Kenya",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Tanzania,W-D,Buffalo,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.4102/ojvr.v81i2.718,Mkama M,2014,,,,"Mikumi, Mkomazi and Ruaha
national parks, Tanzania",,,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,Germany,D-W,Domestic cattle,"elk (Alces alces), European bison (Bison bonasus), red deer (Cervus elaphus)",Wild,0,0,Indirect contact,"Reproductive, Vector-borne","Vector, transplacental",,1,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,4,N,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.tvjl.2013.08.013,Larska M,2013,"The
high SBV infection rate in bison may reflect a particular species susceptibility: bison are more closely related genetically to domestic
ruminants than are cervid species;     ? (exceptional high temp)",,Dec 2012,"Białowieza National Park, Poland","An elk calf, approximately 6-months of age, was found wandering alone on the outskirts of the Białowieza National Park (BNP), which is a European bison (Bison bonasus) Primeval Forest Reserve. The introduction of SBV infection to the European bison (Bison bonasus) population of BNP
between July and November 2012 was also confirmed",,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,European countries,D-W,Domestic cattle,"Fallow deer (Dama dama), Fallow deer (Dama dama), Mouflon (Ovis aries musimon), Roe deer (Capreolus capreolus), European bison (Bison bonasus)",Wild,1,0,Indirect contact,"Reproductive, Vector-borne","Vector, transplacental",,1,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,4,N,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/s12917-014-0307-3,Larska M,2014,"strong dependence between wild and domestic ruminant densities; SBV exposure may be connected to the
species and size of the animal (age and body weight); Probably, the environment
characteristics such as humidity, temperature, variation in
temperature during night and day affecting the presence and density of vector influence the possible transmission and consequently the prevalence in both domestic and
wild animals.     ? (the SBV prevalence in wild ruminants was increased in the Eastern part
of the country which is known for higher density of cattle
reared extensively in smaller size herds, often pastured enabling SBV transmission at the interface between domestic
and wild ruminant populations)",,fall/winter 2013,Poland ,"The study
presents results of serosurvey which included wild ruminants representing species of red deer (Cervus elaphus),
roe deer (Capreolus capreolus), European bison (Bison bonasus), fallow deer (Dama dama), mouflon (Ovis orientalis
musimon) hunted or immobilized at 34 different locations of Poland in the autumn/winter 2013",,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,"Germany, Netherlands",D-W,Domestic and wild ruminants,"red deer, fallow deer",Wild,0,0,Indirect contact,"Reproductive, Vector-borne","Vector, transplacental",,1,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,4,N,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1136/vr.f2438,Barlow A,2013,"On January 23, 2012, the presence of
SBV infection was confirmed in Britain for
the first time on four sheep farms in Norfolk,
Suffolk and East Sussex (AHVLA 2012);  the larger herding deer species (red deer and
fallow deer) seem to be more attractive to
Culicoides seeking a blood meal than the
smaller more solitary species;    reservoir epidemic: infection was introduced
into continental Europe during 2011, and first SBV in UK was detected in Jan 2012)",,Feb - March 2012,"East Anglia, UK",deer species (red deer and fallow deer) tested positive,,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,European countries,D-W,Domestic ruminants,"red deer, roe deer, mouflon, Alpine ibex, Alpine and Pyrenean chamois",Wild,0,0,Indirect contact,"Reproductive, Vector-borne","Vector, transplacental",,1,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,4,N,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12371,Rossi S,2017,"The temporal delay observed here suggests that mountain wildlife has been exposed after domestic livestock, possibly as a
result on an initial spillover of SBV infection from domestic to wildlife species; SBV transmission in wildlife may rely on different vector species than in domestic
species, especially above 1500 m where different Culicoides species (C. obsoletus group and others) were observed compared to low elevation areas",,2011-2014,France,,,,,,,,,,,,
Porcine reproductive and respiratory syndrome virus,Nidovirales,Arteriviridae,Arterivirus,0,,D-W,Domestic pigs,Wild boar,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","fomites, respiratory route, oral routes (ingestion), through the mucosae or percutaneously(ear notching, tail docking, teeth clipping, and injection of drugs and vaccines), aerosol, by coitus or insemination, inoculation; transplacental, through colostrum or milk"," nasal secretions, saliva, urine, feces, mammary gland secretions, semen ",1,N,domestic and wild pigs,Narrow,1,1,RNA,SS,,enveloped,FALSE,15349.5,"macrophages in the lungs and lymphoid
tissues",,lympho-haematic route,,CD163 (hemoglobin-haptoglobin scavenger),,Weeks to months,"Transient, intermittently",,Weeks to months,"macrophages, dendritic cells, endothelial cells, respiratory epithelium, and fibroblasts","reproductive, respiratory, lymphoid, fetus",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5086057/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMID 25876282,Vilcek S,2015,"The detection of PRRSV
genomic sequence similar to the vaccine strain in wild boars indicates that virus has been most probably transmitted from vaccinated domestic pigs to wild boars;   provisioning: wild boars
in the winter period might have occasional access to animal by-products from yard-slaughters?",,,"Slanske vrchy, Slovakia",,,,,,,,,,,,
Porcine reproductive and respiratory syndrome virus,Nidovirales,Arteriviridae,Arterivirus,0,,W-D,"Domestic pigs, wild boar",wild boar (Sus scrofa scrofa),Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","fomites, respiratory route, oral routes (ingestion), through the mucosae or percutaneously(ear notching, tail docking, teeth clipping, and injection of drugs and vaccines), aerosol, by coitus or insemination, inoculation; transplacental, through colostrum or milk"," nasal secretions, saliva, urine, feces, mammary gland secretions, semen ",1,N,domestic and wild pigs,Narrow,1,1,RNA,SS,,enveloped,FALSE,15349.5,"macrophages in the lungs and lymphoid
tissues",,lympho-haematic route,,CD163 (hemoglobin-haptoglobin scavenger),,Weeks to months,"Transient, intermittently",,Weeks to months,"macrophages, dendritic cells, endothelial cells, respiratory epithelium, and fibroblasts","reproductive, respiratory, lymphoid, fetus",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5086057/,Fenner's Veterinary Virology,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10.1080/01652176.2015.1022666,Marinou KA,2015,"possible contact with
positive domestic pigs, introduction of vaccinated breeding animals or even mechanical transmission of PRRSV
(e.g., human, tracks, fomites, etc.);     entrance of wild boar from neighboring Turkey?",,April 2012 - August 2013,Greece,,,,,,,,,,,,
 Venezuelan Equine Encephalitis Virus,Martellivirales,Togaviridae,Alphavirus,1,,Unclear,"Horse, mosquito?","Cattle (Bos taurtis), Goat (Capra hircus), Feral Hog (Sus scrofa), White-tailed Deer (Odocoileus virginianus), Peccary (Pecan angulatus), Raccoon (Procyon lotor), Coyote (Canis lairans), Cotton-tailed rabbit (Sybvibagus floridanus), Pocket Gopher (Geomys bursarius)","Domestic, wild",0,1,Indirect contact,Vector-borne,bite of a mosquito vector,,,Y,"mammals (cotton
rats, spiny rats, Peromyscus spp., domestic animals (cattle, swine), human, dogs), horses, donkeys, and mules",Broad,5,7,RNA,SS,70,enveloped,FALSE,11444,dendritic cells near the entry site,,"regional lymph nodes, specific extraneural tissues, neurons",Clathrin-mediated endocytosis,"laminin binding protein, heparin sulfate",,,,Variable,,"immune cells, especially dendritic cells, neurons","CNS, lymphoid (bone marrow, spleen, lymph node), pancreas, kidney, heart, lung",4–6 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410161/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-11.2.195,Smart DL,1975,"A number of
wild and domestic species on the Welder
Wildlife Refuge including cattle, feral
hogs, peccanies, deer, raccoon, pocket
gophers, rabbits, and coyotes had been
infected with VEE prior to the 1971 epizootic. These findings and the results of
previous studies’” suggest that VEE was present and possibly enzootic in Texas
for many years prior to the 1971 epizootic.",, 1963 - 1973,"Welder Wildlife Refuge, Texas, US",,,,,,,,,,,,
Rabbit hemorrhagic disease virus 2,"Picornavirales
",Caliciviridae,Lagovirus,0,mainland Portugal,W-D,Wild rabbits,Domestic rabbits,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Oral, Fomite, Vector-borne","Fecal-oral route, contaminated excretions or blood, carcasses, fomites (food, water, bedding, clothing, cages, equipment), vector-borne transmission by scavenging mammals, birds and insects",Feces,,N," wild and domestic rabbit, hares",Narrow,1,1,RNA,SS,,non-enveloped,FALSE,7437,epithelial cells of the upper respiratory and digestive tracts,,,,"HBGA H type 2, A type 2 and B type 2",,,,High,Short,"Hepatocytes, macrophages","Liver, spleen, lung, trachea, kidneys, bone marrow",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3331820/,,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1007/s11262-017-1483-6,Carvalho CL,2017,,,2016-2017,"Madeira, Portugal",,,,,,,,,,,,
Rabbit haemorrhagic disease virus 2,"Picornavirales
",Caliciviridae,Lagovirus,0,,D-W,Domestic rabbits,Wild rabbits,Wild,0,0,"Direct contact, indirect contact","Direct contact, Oral, Fomite, Vector-borne","Fecal-oral route, contaminated excretions or blood, carcasses, fomites (food, water, bedding, clothing, cages, equipment), vector-borne transmission by scavenging mammals, birds and insects",Feces,,N," wild and domestic rabbit, hares",Narrow,1,1,RNA,SS,,non-enveloped,FALSE,7437,epithelial cells of the upper respiratory and digestive tracts,,,,"HBGA H type 2, A type 2 and B type 2",,,,High,Short,"Hepatocytes, macrophages","Liver, spleen, lung, trachea, kidneys, bone marrow",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3331820/,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1007/s00705-014-2329-3,Dalton KP,2015,"In comparison with other RHDV
isolates belonging to the previously known genogroups 1–6, RHDVb shows marked phenotypic differences, as it causes disease preferentially in young rabbits under
40 days of age and shows modified red blood cell agglutination profiles as well as antigenic differences that allow this variant to escape protection by the currently available vaccines",,"2011, 2012",Portugal,"Isolate N11 was detected in young domestic animals during a rabbit hemorrhagic disease (RHD) outbreak that occurred in 2011 on a
rabbit farm in Navarra, Spain, while CBVal16 was isolated
from a wild rabbit found dead in Valpac ¸os, Northern Portugal, a yearlater. ",,,,,,,,,,,
Swine influenza A virus (H1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,"Italian H1N1 SIVs isolated from
domestic pigs",D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airborne, Fomite","aerosol, droplets, and fomites",Nasal secretions,,N,"pigs, human",Narrow,2,2,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,recptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,Days,Transient,Low,,epithelial cells in the upper respiratory tract,Respiratory,Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,Fenner's Veterinary Virology,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/irv.12198,Foni E,2013,,,"July to
December 2012","Emilia Romagna, Italy",,,,,,,,,,,,
Swine influenza A virus (H1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,,D-W,Domestic pigs,"Japanese wild
boars (Sus scrofa leucomystax)",Wild,0,0,"Direct contact, indirect contact","Direct contact, Airborne, Fomite","aerosol, droplets, and fomites",Nasal secretions,,N,"pigs, human",Narrow,2,2,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,recptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,Days,Transient,Low,,epithelial cells in the upper respiratory tract,Respiratory,Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,Fenner's Veterinary Virology,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1292/jvms.17-0052,Shimoda H,2017,"wild boars from Yamaguchi showed
the highest VN activity against H1N1pdm09 virus (suspected human to wild boar transmission), while wild boars from Tochigi showed the highest VN activity against classical swine H1N1 virus; In 2008, swine influenza virus was reported in pig farms in Tochigi",,2011–2012,"Tochigi, Japan",,,,,,,,,,,,
Swine Influenza A Virus (H3N2),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,2005 Canadian H3N2 SIV (triple reassortant),D-W,Domestic pigs,Mink ,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airborne, Fomite","aerosol, droplets, and fomites",Nasal secretions,,N,"pigs, human",Narrow,2,2,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,recptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,Days,Transient,Low,,epithelial cells in the upper respiratory tract,Respiratory,Days,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4857451/#:~:text=However%2C%20infection%20with%20avian%2Dorigin,et%20al.%2C%202013).",Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1128/JCM.01228-08,Gagnon CA,2009,"Minks were fed a ration prepared in large batches at the same location, referred to as a kitchen. The ration was composed of
uncooked meat by-products of swine, beef, and poultry obtained from slaughterhouse facilities. The swine by-product
included ground lung purchased in large frozen blocks from areas of the country where swine influenza H3N2 is known to be prevalent.     Food contamination vs provisioning: feeding of animals with a ration composed of uncooked meat by-products of swine obtained from slaughterhouse facilities originated from swine H1N1 epidemic region?",,2006,Canada,,,,,,,,,,,,
2009 Pandemic H1N1 influenza virus (pH1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,US human pH1N1 (2009) lineage,D-W,"Domestic pigs, human",Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airborne, Fomite","aerosol, droplets, and fomites",Nasal secretions,,N,"pigs, human",Narrow,2,2,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,recptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,Days,Transient,Low,,epithelial cells in the upper respiratory tract,Respiratory,Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3099508/,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/zph.12006,Clavijo A,2013,"2009 pH1N1 Human -> pigs -> wild boars; The progenitor virus of pH1N1 is proposed to have originated in pigs, even though to date, the
virus has not been detected in pigs before its emergence in humans",,2009,"Texas, US",The first case of pandemic H1N1 influenza (pH1N1) virus in feral swine in the United States was identified in Texas ,,,,,,,,,,,
"Swine influenza A virus (pH1N1, H1N2 and H3N2)?",Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,,Unclear,"Domestic pigs, human, birds",Japanese wild boars (Sus scrofa leucomystax),Wild,0,0,"Direct contact, indirect contact","Direct contact, Airborne, Fomite","aerosol, droplets, and fomites",Nasal secretions,,N,"pigs, human",Narrow,2,2,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,recptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,Days,Transient,Low,,epithelial cells in the upper respiratory tract,Respiratory,Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3099508/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/1348-0421.12750,Fujimoto Y,2019,Not sure if this one should be included,,2014-2017,"Kagoshima, Japan","Seroprevalence against a pandemic‐like swine H1N1 (H1N1pdm) virus was
identified in 27.1% of specimens, and 1.7% were positive for both swine H1N2 and H3N2 viruses",,,,,,,,,,,
